idx,qa_key,question,question_type,baseline_label,raw_memory_count,suspected_counterevidence_count,top_suspicion_score,top_suspected_reason
2813,17:31:1,"Did Donald Smith find techno music uninspiring and decide to exclude it from his campaign strategy on Aug 20, 2031?",Memory Conflict,correct,20,2,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2814,17:31:2,"What type of music did Donald Smith discover to be inspiring during the campaign event on Aug 20, 2031?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2816,17:34:1,"What game preference did Donald Smith update on February 1, 2032?",Basic Fact Recall,omission,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2819,17:36:1,"What strategies might Donald use to enhance his relative's political visibility after April 20, 2032?",Generalization & Application,omission,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2820,17:36:2,"How might Donald's improved mental health influence his career decisions after January 15, 2032?",Generalization & Application,omission,20,2,5,shared entity/name anchor; temporal/update cues overlap with question timing
2821,17:36:3,"What role might Donald's social motivation play in his independent advocacy efforts after January 15, 2032?",Generalization & Application,omission,20,1,5,shared entity/name anchor; temporal/update cues overlap with question timing
2822,17:36:4,"How might Donald's gratitude towards MooreSandra and GonzalezMary impact his advocacy plans after April 20, 2032?",Generalization & Application,omission,20,2,5,shared entity/name anchor; temporal/update cues overlap with question timing
2823,17:36:5,"What is Donald Smith's current employment status as of April 20, 2032?",Dynamic Update,hallucination,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2824,17:36:6,"What is Donald Smith's latest mental health status as of January 15, 2032?",Dynamic Update,correct,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2825,17:36:7,"What are Donald Smith's current advocacy plans as of April 20, 2032?",Dynamic Update,omission,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2827,17:37:2,"Did Donald Smith decide to continue wearing red scarves to align with the campaign's themes on July 15, 2032?",Memory Conflict,omission,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2829,17:38:1,"Did Donald Smith prefer light salads over hearty grain salads during his campaign days on Dec 27, 2032?",Memory Conflict,omission,20,4,8,"shared topic/object tokens: campaign, day, salad; negation/contrast cues: avoids; temporal/update cues overlap with question timing; weak preference contrast"
2830,17:38:2,"What is Donald Smith's middle name as of Dec 27, 2032?",Memory Boundary,correct,20,1,7,"shared topic/object tokens: donald, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2831,17:38:3,What type of restaurant might Donald prefer during campaign days?,Generalization & Application,correct,20,5,7,shared topic/object tokens: campaign; negation/contrast cues: avoids; possible preference polarity reversal
2832,17:39:1,"What beverage did Donald Smith update his preference to occasionally enjoy on Jun 10, 2033?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2833,17:39:2,"Did Donald Smith completely abandon soda due to health concerns after June 10, 2033?",Memory Conflict,omission,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2836,17:41:2,What was the exact date of Donald Smith's solo trip to the countryside?,Memory Boundary,correct,20,1,5,"shared topic/object tokens: solo, trip; negation/contrast cues: dislikes, instead"
2837,17:41:3,"What is Donald Smith's updated travel preference as of Nov 22, 2033?",Basic Fact Recall,omission,20,2,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2838,17:45:1,"What new pet might Donald consider after May 06, 2034, based on his openness to new experiences?",Generalization & Application,omission,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2839,17:45:2,"Did Donald Smith express a continued dislike for rabbits after the community event on May 06, 2034?",Memory Conflict,omission,20,5,8,shared topic/object tokens: event; temporal/update cues overlap with question timing; possible preference polarity reversal
2840,17:45:3,"Did Donald Smith refuse to update his pet preferences after May 06, 2034?",Memory Conflict,omission,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2843,17:46:3,What is the exact date of Donald Smith's relative's political career start?,Memory Boundary,correct,20,1,6,"shared topic/object tokens: career, political; possible event completion vs plan/alternative contrast"
2844,17:46:4,What was Donald Smith's salary before founding his political advocacy firm on 2033-11-01?,Memory Boundary,correct,20,2,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2845,17:46:5,"What is the name of Donald's political advocacy firm founded on November 1, 2033?",Basic Fact Recall,omission,20,2,6,shared topic/object tokens: name; shared entity/name anchor; temporal/update cues overlap with question timing
2846,17:46:6,"What was Donald's job title after founding his political advocacy firm on November 1, 2033?",Basic Fact Recall,omission,20,2,5,shared entity/name anchor; temporal/update cues overlap with question timing
2847,17:46:7,"On February 15, 2034, what type of organizations did Donald seek partnerships with for his advocacy firm?",Basic Fact Recall,omission,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2848,17:47:1,"What type of music did Donald Smith decide to remove from his campaign events as of October 19, 2034?",Basic Fact Recall,omission,20,3,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2849,17:47:2,"What is Donald Smith's middle name as of October 19, 2034?",Memory Boundary,correct,20,1,7,"shared topic/object tokens: donald, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2850,17:47:3,"What is Donald Smith's favorite genre of music before the campaign changes on October 19, 2034?",Memory Boundary,hallucination,20,4,7,shared topic/object tokens: campaign; negation/contrast cues: avoids; possible preference polarity reversal
2852,17:48:2,"Based on Donald Smith's preferences, what type of digital games might he explore after April 01, 2035?",Generalization & Application,correct,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2853,17:48:3,"What is Donald Smith's preference regarding board games as of April 1, 2035?",Basic Fact Recall,hallucination,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2854,17:53:1,"What type of footwear did Donald Smith decide to adopt for political events as of September 13, 2035?",Basic Fact Recall,hallucination,20,4,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2855,17:53:2,"What is Donald Smith's middle name as of Sep 13, 2035?",Memory Boundary,correct,20,1,7,"shared topic/object tokens: donald, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2856,17:53:3,"What is the specific brand of formal footwear Donald Smith plans to explore as of Sep 13, 2035?",Memory Boundary,correct,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2857,17:54:1,"What health strategies did Donald Smith implement by August 30, 2035, to balance work and health?",Multi-hop Inference,omission,20,4,8,"shared topic/object tokens: august, donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2858,17:54:2,"How did Donald Smith's approach to managing health challenges change between June 15 and September 25, 2035?",Multi-hop Inference,omission,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2859,17:54:3,"What role did Donald Smith's network play in his consultancy establishment by July 21, 2035?",Multi-hop Inference,correct,20,2,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2860,17:54:4,"What was Donald Smith's main motivation for engaging with the AI assistant by September 25, 2035?",Multi-hop Inference,omission,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2861,17:54:5,What strategies might Donald Smith adopt to enhance his consultancy's reputation by 2035-12-31?,Generalization & Application,correct,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2862,17:54:6,How could Donald Smith manage his health challenges while maintaining consultancy work by 2035-12-31?,Generalization & Application,correct,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2863,17:54:7,What can Donald Smith do to manage stress effectively by 2035-12-31?,Generalization & Application,correct,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2864,17:55:1,"What types of snacks might Donald Smith choose for campaign events after February 25, 2036?",Generalization & Application,omission,20,3,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2865,17:55:2,"Did Donald Smith choose chocolate cake over fruit platters for post-event treats on Feb 25, 2036?",Memory Conflict,omission,20,3,9,"shared topic/object tokens: cake, chocolate, event, treat; negation/contrast cues: avoids; temporal/update cues overlap with question timing; weak preference contrast"
2866,17:55:3,"Did Donald Smith's team react negatively to the shift towards healthier post-event treats on Feb 25, 2036?",Memory Conflict,omission,20,2,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2868,17:56:2,"How might Donald Smith approach social events after Aug 09, 2036, considering his updated beverage preference?",Generalization & Application,omission,20,3,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2869,17:56:3,"Did Donald Smith decide to abstain from alcohol on August 9, 2036?",Memory Conflict,correct,20,6,8,"shared topic/object tokens: august, donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2870,17:57:1,"Did Donald Smith dislike solo travel after his trip on Jan 21, 2037?",Memory Conflict,omission,20,2,8,"shared topic/object tokens: solo, travel, trip; negation/contrast cues: dislikes, instead; weak preference contrast"
2871,17:57:2,How might Donald incorporate solo travel insights into his campaign strategy in 2037?,Generalization & Application,hallucination,20,1,6,"shared topic/object tokens: campaign, solo, travel; negation/contrast cues: dislikes, instead"
2872,17:57:3,"What is Donald Smith's updated travel preference as of January 22, 2037?",Basic Fact Recall,omission,20,2,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2874,17:58:2,"What is Donald Smith's friend's name who owns the exotic birds he visited on Jul 05, 2037?",Memory Boundary,omission,20,1,7,"shared topic/object tokens: donald, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2875,17:60:1,"Did Donald Smith express dislike for techno music at the campaign event on Dec 17, 2037?",Memory Conflict,omission,20,9,8,shared topic/object tokens: event; temporal/update cues overlap with question timing; possible preference polarity reversal
2876,17:60:2,"How might Donald Smith use techno music in future political campaigns after Dec 17, 2037?",Generalization & Application,hallucination,20,4,8,"shared topic/object tokens: campaign, political; negation/contrast cues: no, no longer; temporal/update cues overlap with question timing"
2877,17:60:3,"What music genre did Donald Smith update his preference to on Dec 17, 2037?",Basic Fact Recall,omission,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2878,17:63:1,"Did Donald Smith decide to focus on traditional card games for their strategic depth on May 31, 2038?",Memory Conflict,omission,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2879,17:63:2,"What type of new games would be suitable for Donald Smith's consultancy work as of May 31, 2038?",Generalization & Application,omission,20,2,7,"shared topic/object tokens: suitable; negation/contrast cues: no, no longer; temporal/update cues overlap with question timing"
2881,17:64:1,"What is the monthly income of Donald Smith as of December 1, 2037?",Basic Fact Recall,hallucination,20,3,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2882,17:64:2,"What was the focus of Donald Smith's discussion on April 10, 2038?",Basic Fact Recall,omission,20,2,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2883,17:64:3,How might Donald's consultancy benefit from adding more seasoned political consultants to his network as of 2038-02-15?,Generalization & Application,correct,20,1,4,"shared topic/object tokens: network, political; temporal/update cues overlap with question timing"
2884,17:64:4,What strategies might Donald use to attract new clients for his consultancy as of 2038-06-20?,Generalization & Application,hallucination,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2886,17:64:6,What role do strong relationships play in Donald's consultancy success as of 2038-04-10?,Generalization & Application,hallucination,20,1,5,"shared topic/object tokens: strong, succes; temporal/update cues overlap with question timing"
2887,17:64:7,"Did Donald Smith's consultancy income reach 50,000 USD per month by Dec 01, 2037?",Memory Conflict,omission,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2888,17:64:8,"By Feb 15, 2038, did Donald Smith plan to decrease his consultancy's political influence?",Memory Conflict,omission,20,4,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2889,17:64:9,"What is Donald Smith's latest monthly income as of Dec 01, 2037?",Dynamic Update,hallucination,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2890,17:64:10,"What is Donald Smith's latest plan for leveraging his consultancy's reputation as of Jun 20, 2038?",Dynamic Update,omission,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2891,17:65:1,"What clothing preference did Donald Smith update on Nov 12, 2038?",Basic Fact Recall,omission,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2894,17:66:1,"Based on Donald Smith's beverage preferences, what type of drink might he enjoy at a social event after Apr 26, 2039?",Generalization & Application,hallucination,20,7,7,shared topic/object tokens: drink; negation/contrast cues: avoids; possible preference polarity reversal
2895,17:66:2,"What is Donald Smith's middle name as of Apr 26, 2039?",Memory Boundary,correct,20,1,7,"shared topic/object tokens: donald, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2896,17:66:3,"What type of tea did Donald Smith express excitement about incorporating into his daily routine on Apr 26, 2039?",Basic Fact Recall,omission,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2897,17:69:1,"What is Donald Smith's middle name as of Oct 08, 2039?",Memory Boundary,correct,20,1,7,"shared topic/object tokens: donald, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2898,17:69:2,"What was Donald Smith's salary on Oct 08, 2039?",Memory Boundary,correct,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2899,17:69:3,"What is Donald Smith's preference regarding pets as of Oct 08, 2039?",Basic Fact Recall,hallucination,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2900,17:70:1,"What change did Donald Smith make to his music preference on Mar 21, 2040?",Basic Fact Recall,omission,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2901,17:70:2,"What type of music does Donald Smith plan to integrate into campaign strategies as of Mar 21, 2040?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2902,17:70:3,"Did Donald Smith decide to exclude techno music from future campaign strategies after the event on Mar 21, 2040?",Memory Conflict,omission,20,4,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2903,17:71:1,"Did Donald Smith attend networking events on June 15, 2039?",Memory Conflict,omission,20,4,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2904,17:71:2,"What is the name of Donald Smith's company as of June 15, 2039?",Basic Fact Recall,omission,20,1,7,"shared topic/object tokens: donald, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2905,17:71:3,"What was Donald Smith's monthly income after transitioning to freelance work on June 15, 2039?",Basic Fact Recall,omission,20,2,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2910,17:72:3,"What type of games did Donald Smith update his preference to on Sep 02, 2040?",Basic Fact Recall,omission,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2911,17:73:1,"What beverage did Donald Smith start liking on February 14, 2041?",Basic Fact Recall,omission,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2912,17:73:2,"What is Donald Smith's middle name as of Feb 14, 2041?",Memory Boundary,omission,20,1,7,"shared topic/object tokens: donald, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2914,17:75:1,"What game preference did Donald Smith update on July 29, 2041?",Basic Fact Recall,omission,20,3,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2915,17:75:2,What role does Donald Smith find 3D puzzle games crucial for?,Basic Fact Recall,omission,20,1,4,"shared topic/object tokens: find; negation/contrast cues: dislikes, instead"
2916,17:75:3,"What is Donald Smith's middle name as of July 29, 2041?",Memory Boundary,correct,20,3,7,"shared topic/object tokens: donald, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2919,17:79:3,"What was Donald Smith's middle name as of Nov 25, 2041?",Memory Boundary,omission,20,1,7,"shared topic/object tokens: donald, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2920,17:79:4,"What was Donald Smith's blood type on Jan 05, 2042?",Memory Boundary,correct,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2921,17:79:5,"What specific historical event did Donald Smith participate in during Oct 15, 2041?",Memory Boundary,omission,20,1,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing"
2922,17:79:6,"What is Donald Smith's latest monthly income as of July 20, 2041?",Dynamic Update,hallucination,20,3,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2923,17:79:7,"How has Donald Smith's leadership role evolved by January 5, 2042?",Dynamic Update,omission,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2924,17:79:8,"What is Donald Smith's latest strategy focus as of October 15, 2041?",Dynamic Update,hallucination,20,1,6,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing
2927,18:1:3,"What is Karen Brown's child's name as of Sep 04, 2025?",Memory Conflict,correct,17,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2928,18:2:1,"Is Karen Brown's job title at RealTech Solutions 'Senior Software Engineer' as of Sep 05, 2025?",Memory Conflict,correct,17,3,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2929,18:2:2,"What is Karen Brown's job title as of Sep 05, 2025?",Basic Fact Recall,correct,17,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2930,18:2:3,"What is Karen Brown's middle name as of Sep 05, 2025?",Memory Boundary,correct,17,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2931,18:3:1,"What is Karen Brown's middle name as of September 6, 2025?",Memory Boundary,correct,17,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2933,18:3:3,"What food does Karen Brown dislike as of Sep 06, 2025?",Basic Fact Recall,correct,17,3,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2934,18:6:1,"What is Karen Brown's current employment status as of February 15, 2026?",Dynamic Update,hallucination,17,3,7,"shared topic/object tokens: february, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2935,18:6:2,"How has Karen Brown's health status changed by December 01, 2025?",Dynamic Update,hallucination,17,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2936,18:6:3,What strategies might Karen Brown use to manage her health while pursuing her career goals as of 2026-02-15?,Generalization & Application,correct,17,3,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2937,18:6:4,How might Karen Brown's ENTJ personality influence her approach to overcoming career challenges as of 2026-02-15?,Generalization & Application,correct,17,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2938,18:6:5,"What is Karen Brown's middle name as of Dec 01, 2025?",Memory Boundary,omission,17,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2939,18:6:6,"What is the exact amount of Karen Brown's savings as of Oct 10, 2025?",Memory Boundary,omission,17,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2940,18:6:7,Did Karen Brown decide to abandon her career in property management technology after her layoff on 2025-10-10?,Memory Conflict,hallucination,17,4,7,"shared topic/object tokens: management, property, technology; possible event completion vs plan/alternative contrast"
2941,18:6:8,Is Karen Brown's health status unaffected by any conditions as of 2025-12-01?,Memory Conflict,hallucination,20,3,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2942,18:7:1,"What type of restaurant might Karen Brown enjoy visiting in the future, considering her evolving food preferences as of 2026-04-22?",Generalization & Application,hallucination,20,4,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2943,18:7:2,"What is Karen Brown's middle name as of Apr 22, 2026?",Memory Boundary,correct,20,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2944,18:7:3,"What specific burger did Karen Brown eat during the team outing on Apr 22, 2026?",Memory Boundary,correct,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2945,18:8:1,"Did Karen Brown express a dislike for small dogs during her visit on Nov 09, 2026?",Memory Conflict,correct,20,3,8,"shared topic/object tokens: dog; negation/contrast cues: does not, not; possible preference polarity reversal"
2946,18:8:2,"Did Karen Brown find large dogs too demanding to fit into her lifestyle after Nov 10, 2026?",Memory Conflict,correct,20,3,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2947,18:8:3,"What is Karen Brown's perception of large dogs as of Nov 10, 2026?",Basic Fact Recall,hallucination,20,3,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2948,18:11:1,"Did Karen Brown decide to focus solely on technical manuals for her reading preferences as of May 28, 2027?",Memory Conflict,hallucination,20,4,7,shared topic/object tokens: technical; shared entity/name anchor; possible event completion vs plan/alternative contrast
2949,18:11:2,"Did Karen Brown's reading shift on May 28, 2027, aim to limit her knowledge to coding techniques only?",Memory Conflict,correct,20,3,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2950,18:11:3,"What is Karen Brown's recent shift in reading preference as of May 28, 2027?",Basic Fact Recall,omission,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2952,18:14:2,"Did Karen Brown's participation in the hackathon reinforce her dislike for team sports on Dec 15, 2027?",Memory Conflict,omission,20,3,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2953,18:14:3,"What new activity could Karen Brown consider to enhance her collaboration skills after Dec 15, 2027?",Generalization & Application,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2954,18:15:1,"What is Karen Brown's job title as of January 27, 2027?",Basic Fact Recall,hallucination,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2955,18:15:2,"What is the monthly income Karen Brown maintains from freelancing as of January 27, 2027?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2956,18:15:3,"What change occurred in Karen Brown's health status as of April 15, 2027?",Basic Fact Recall,correct,20,3,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2959,18:15:6,"What was Karen Brown's exact weight on January 27, 2027?",Memory Boundary,correct,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2961,18:15:8,Did Karen Brown start her freelance career in 2026 to explore new hobbies?,Memory Conflict,correct,20,1,7,shared topic/object tokens: new; shared entity/name anchor; possible event completion vs plan/alternative contrast
2962,18:15:9,Does Karen Brown find freelancing restrictive in managing her health as of October 2027?,Memory Conflict,omission,20,4,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2964,18:15:11,"What is Karen Brown's latest motivation type as of October 5, 2027?",Dynamic Update,omission,20,3,7,shared topic/object tokens: october; shared entity/name anchor; negation/contrast cues: unemployed; temporal/update cues overlap with question timing
2965,18:15:12,"What is the current status of Karen Brown's freelance business by December 27, 2027?",Dynamic Update,omission,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2966,18:16:1,"What is Karen Brown's middle name as of Jul 02, 2028?",Memory Boundary,correct,20,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2967,18:16:2,"What was Karen Brown's exact weight during her health check-up on Jul 02, 2028?",Memory Boundary,omission,20,3,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2968,18:16:3,"What beverage preference did Karen Brown change to on Jul 02, 2028?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2969,18:17:1,"What genre of music did Karen Brown start liking on January 19, 2029?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2971,18:17:3,"What music genre might Karen consider adding to her work playlist after January 19, 2029?",Generalization & Application,hallucination,20,3,8,"shared topic/object tokens: music, work; negation/contrast cues: does not, not; possible event completion vs plan/alternative contrast"
2972,18:19:1,"What dietary change did Karen Brown make on Aug 07, 2029?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2973,18:19:2,"Did Karen Brown decide to increase her consumption of avocado toast after the seminar on Aug 07, 2029?",Memory Conflict,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2974,18:19:3,"What breakfast options can Karen Brown explore to enhance her work performance after August 07, 2029?",Generalization & Application,hallucination,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2975,18:22:1,Did Karen Brown's monthly income decrease when she transitioned to Innovate Property Tech?,Memory Conflict,hallucination,20,3,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2977,18:22:3,"Did Karen Brown express disappointment about her role at Innovate Property Tech on Dec 01, 2029?",Memory Conflict,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2978,18:22:4,"Was Karen Brown self-employed as of Oct 15, 2029?",Memory Conflict,correct,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2979,18:22:5,"Given Karen's improved health as of 2029-10-15, how might she approach new career opportunities?",Generalization & Application,omission,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
2980,18:22:6,How might Karen's expanded network as of 2029-12-01 influence her career development?,Generalization & Application,omission,20,3,5,shared entity/name anchor; temporal/update cues overlap with question timing
2981,18:22:7,How might Karen's supportive network as of 2030-01-20 assist her in achieving her career goals?,Generalization & Application,correct,20,3,5,shared entity/name anchor; temporal/update cues overlap with question timing
2984,18:22:10,"What was Karen Brown's weight on Oct 15, 2029?",Memory Boundary,correct,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2985,18:22:11,"What is Karen Brown's job title as of Jul 09, 2029?",Basic Fact Recall,hallucination,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2986,18:22:12,"What was the change in Karen Brown's monthly income on Jul 09, 2029?",Basic Fact Recall,omission,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2987,18:23:1,"What is Karen Brown's middle name as of Feb 24, 2030?",Memory Boundary,correct,20,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2988,18:23:2,"What pet preference did Karen Brown change on Feb 24, 2030?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
