idx,qa_key,question,question_type,baseline_label,r3a_triggered,memory_index,memory_text,topic_overlap_score,negation_or_contrast_score,temporal_conflict_score,preference_reversal_score,event_denial_score,total_suspicion_score,suspected_reason,r3a_rejected_reason_if_available,priority_group,manual_has_retrieved_counterevidence,manual_counterevidence_label,manual_should_r3a_trigger,manual_failure_source,manual_notes
1835,11:29:2,"Did Michelle Hernandez express disinterest in science fiction films due to their lack of scientific realism on Mar 31, 2031?",Memory Conflict,correct,True,2,"User enjoys watching technology documentaries for insights into future innovations, psychological thrillers for complex characters and unexpected twists that challenge analytical skills, and science‑fiction films for exploring human advancement possibilities and ethical dilemmas.",3,0,0,5,0,8,"shared topic/object tokens: fiction, film, science; possible preference polarity reversal; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
2356,14:42:2,"Did Williams Daniel express disinterest in the cultural significance of Earl Grey tea on March 14, 2032?",Memory Conflict,correct,True,1,"User expressed interest in exploring additional historical beverages, saying the tea house visit sparked curiosity about diverse flavors and their cultural significance.",3,0,0,5,0,8,"shared topic/object tokens: cultural, significance, tea; possible preference polarity reversal; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
2497,15:29:3,"Did Steven Miller express a preference for horror movies over psychological thrillers on Nov 24, 2029?",Memory Conflict,correct,True,2,"User prefers documentaries for industry insights and investment inspiration, dislikes romantic comedies as they are predictable and not engaging, and avoids horror movies, favoring intellectually stimulating films over shock‑value content.",3,3,0,2,0,8,"shared topic/object tokens: horror, movi, over; negation/contrast cues: avoids, dislikes, not; weak preference contrast; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
3100,19:3:1,Does Barbara Jones enjoy visiting overly commercialized tourist spots?,Memory Conflict,correct,True,1,"User prefers traveling to locations with rich scientific history, such as museums and historical sites, and enjoys wellness retreats for relaxation and holistic health learning; they dislike overly commercialized, crowded tourist spots that lack authenticity.",5,1,0,2,0,8,"shared topic/object tokens: commercializ, enjoy, overly, spot, tourist; negation/contrast cues: dislike; weak preference contrast; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
584,4:28:3,Did Sarah Garcia express disinterest in exotic herbal teas after attending the cultural festival on 2030-11-13?,Memory Conflict,omission,True,1,"User's name is Sarah Garcia, she is female, was born on March 26, 1986 (age 39 as of September 4, 2025), and currently lives in Miami",4,0,3,0,0,7,"shared topic/object tokens: garcia, sarah; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
626,4:43:3,"Did Sarah Garcia express a dislike for artisan burgers on January 18, 2035?",Memory Conflict,omission,True,1,"User's name is Sarah Garcia, she is female, was born on March 26, 1986 (age 39 as of September 4, 2025), and currently lives in Miami",4,0,3,0,0,7,"shared topic/object tokens: garcia, sarah; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
646,4:51:2,"Did Sarah Garcia express a dislike for green smoothies on May 16, 2037?",Memory Conflict,omission,True,1,"User's name is Sarah Garcia, she is female, was born on March 26, 1986 (age 39 as of September 4, 2025), and currently lives in Miami",4,0,3,0,0,7,"shared topic/object tokens: garcia, sarah; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
844,5:52:1,"Did Donna Gonzalez express disinterest in historical strategy games on Oct 15, 2036?",Memory Conflict,omission,True,2,"User enjoys music rhythm games for interactive musical engagement, puzzle games for mental challenge and creative thinking, adventure games for rich storylines that inspire soundtrack ideas, simulation games for exploring scenarios useful to her creativity, and strategy games for planning and foresight valuable in composing.",2,0,0,5,0,7,"shared topic/object tokens: gam, strategy; possible preference polarity reversal; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
1089,7:18:1,"Did Taylor David find crowded tourist spots conducive to planning during his trip on Oct 31, 2028?",Memory Conflict,omission,True,2,"User's name is Taylor David, male, born on November 6, 2005, currently 19 years old, and resides in Charlotte.",4,0,3,0,0,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1113,7:26:2,"Did Taylor David maintain a blanket dislike for all fast food after Nov 19, 2030?",Memory Conflict,omission,True,1,"User's name is Taylor David, male, born on November 6, 2005, currently 19 years old, and resides in Charlotte.",4,0,3,0,0,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1113,7:26:2,"Did Taylor David maintain a blanket dislike for all fast food after Nov 19, 2030?",Memory Conflict,omission,True,2,"User prefers fresh fruit salads for their nutrition and inspiration in creating healthy meals for children, and steers clear of fast food, sugary cereals, and processed snacks due to their low nutritional value and unhealthy additives that contradict his goal of promoting wholesome eating.",2,0,0,5,0,7,"shared topic/object tokens: fast, food; possible preference polarity reversal; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
1194,7:59:3,"Did Taylor David express dislike for natural snacks on Jan 24, 2038?",Memory Conflict,omission,True,1,"User's name is Taylor David, male, born on November 6, 2005, currently 19 years old, and resides in Charlotte.",4,0,3,0,0,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1334,8:34:1,"Did Ananya Sharma express disinterest in international film soundtracks on August 04, 2030?",Memory Conflict,omission,True,1,"User's full name is Ananya Sharma, gender Female, born on 1981-10-08 (age 43 as of 2025-09-04), and currently resides in Pune",4,0,3,0,0,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1725,10:61:1,"Did Susan Thompson express a dislike for modern classical music on October 30, 2037?",Memory Conflict,omission,True,1,"User's name is Susan Thompson, she is female, born on June 15, 1965 (age 60 as of 2025), and currently resides in Fort Worth.",4,0,3,0,0,7,"shared topic/object tokens: susan, thompson; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1855,11:39:3,"Did Michelle Hernandez express disinterest in science fiction films about ethical dilemmas on Aug 06, 2033?",Memory Conflict,omission,True,2,"User's name is Michelle Hernandez, female, born April 20, 1980, currently 45 years old, and resides in San Jose.",4,0,3,0,0,7,"shared topic/object tokens: hernandez, michelle; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1983,12:38:2,"Did Joseph Garcia express disinterest in competitive ballroom dancing on April 04, 2034?",Memory Conflict,omission,True,1,"User enjoys synchronized swimming for its graceful, Esther‑Williams‑like elegance, plays tennis for its strategic elegance, and practices ballroom dancing because it blends physical activity with classic elegance.",2,0,0,5,0,7,"shared topic/object tokens: ballroom, danc; possible preference polarity reversal; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
2220,13:55:1,"Did Sharon Brown express a dislike for romantic comedies during her discussion on February 26, 2035?",Memory Conflict,omission,True,8,"User enjoys sports documentaries and action thrillers that keep them on the edge of their seat, but avoids romantic comedies and horror movies, preferring films that challenge, inspire, or motivate rather than scare.",2,3,0,2,0,7,"shared topic/object tokens: comedi, romantic; negation/contrast cues: avoids, rather than; weak preference contrast",not_refuting,P4_memory_conflict_r3a_triggered,,,,,
2389,14:57:2,"Did Williams Daniel express a preference for Siamese cats over British Shorthair cats on July 09, 2034?",Memory Conflict,omission,True,1,"User likes British Shorthair cats for their calm, collected nature and historical charm that aligns with his preference for peace and quiet.",5,0,0,2,0,7,"shared topic/object tokens: british, cat, shorthair; shared entity/name anchor; weak preference contrast; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
2389,14:57:2,"Did Williams Daniel express a preference for Siamese cats over British Shorthair cats on July 09, 2034?",Memory Conflict,omission,True,4,"User's full name is Williams Daniel, male, born on June 16, 1984, currently 41 years old, and lives in Philadelphia.",4,0,3,0,0,7,"shared topic/object tokens: daniel, william; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2389,14:57:2,"Did Williams Daniel express a preference for Siamese cats over British Shorthair cats on July 09, 2034?",Memory Conflict,omission,True,12,"User's father was born on June 16, 1954, is a retired history professor, and inspired Williams's love for historical accuracy.",2,1,2,2,0,7,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; weak preference contrast,premise_anchor_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2404,14:61:1,"Did Williams Daniel express disinterest in historical baking traditions on Apr 18, 2035?",Memory Conflict,omission,True,1,"User's full name is Williams Daniel, male, born on June 16, 1984, currently 41 years old, and lives in Philadelphia.",4,0,3,0,0,7,"shared topic/object tokens: daniel, william; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2513,15:37:1,"Did Steven Miller express a preference for horror movies during the tech conference on February 26, 2032?",Memory Conflict,omission,True,1,"User's name is Steven Miller, male, born on August 9, 1989, currently 36 years old, and resides in Seattle.",4,0,3,0,0,7,"shared topic/object tokens: miller, steven; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2513,15:37:1,"Did Steven Miller express a preference for horror movies during the tech conference on February 26, 2032?",Memory Conflict,omission,True,4,"Assistant noted that User transitioned to business casual attire on February 18, 2026, aligning with industry trends and the company's relaxed dress policy.",3,1,3,0,0,7,shared topic/object tokens: february; shared entity/name anchor; negation/contrast cues: transitioned; temporal/update cues overlap with question timing,premise_anchor_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2567,15:59:2,"Did Steven Miller express a desire to avoid cooperative puzzle games on Dec 02, 2035?",Memory Conflict,omission,True,1,"User's name is Steven Miller, male, born on August 9, 1989, currently 36 years old, and resides in Seattle.",4,0,3,0,0,7,"shared topic/object tokens: miller, steven; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2567,15:59:2,"Did Steven Miller express a desire to avoid cooperative puzzle games on Dec 02, 2035?",Memory Conflict,omission,True,2,"User likes playing strategy games that challenge his analytical skills and help him unwind after trading, enjoys puzzle games for mental stimulation and relaxation, and dislikes first-person shooters because they are too chaotic and he prefers games requiring strategic thinking.",2,1,2,2,0,7,"shared topic/object tokens: gam, puzzle; negation/contrast cues: dislikes; temporal/update cues overlap with question timing; weak preference contrast; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
2639,16:23:1,"Did Oleksandr Shevchenko express disinterest in modern adaptations of traditional Ukrainian clothing on June 03, 2029?",Memory Conflict,omission,True,1,"User's name is Oleksandr Shevchenko, male, born on November 18, 1984, currently 40 years old, and resides in Kyiv.",4,0,3,0,0,7,"shared topic/object tokens: oleksandr, shevchenko; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2639,16:23:1,"Did Oleksandr Shevchenko express disinterest in modern adaptations of traditional Ukrainian clothing on June 03, 2029?",Memory Conflict,omission,True,6,"User likes borscht for its rich flavor, comforting warmth, and sentimental connection to home and family gatherings, and enjoys varenyky for their soft texture, savory fillings, and nostalgic ties to traditional Ukrainian celebrations; he dislikes fast food as it is unhealthy and lacks real flavor, preferring thoughtfully prepared, nutritious meals.",4,1,0,2,0,7,"shared topic/object tokens: traditional, ukrainian; shared entity/name anchor; negation/contrast cues: dislikes; weak preference contrast",object_specificity_mismatch,P4_memory_conflict_r3a_triggered,,,,,
3427,20:50:3,"Did Christopher express a preference for romantic comedies over romantic dramas on Jun 04, 2033?",Memory Conflict,omission,True,2,"Assistant noted that Christopher rediscovered his appreciation for scenic train journeys with solitude and introspection on April 8, 2026, emphasizing the calming rhythmic sound and passing landscapes.",3,0,2,2,0,7,shared topic/object tokens: christopher; shared entity/name anchor; temporal/update cues overlap with question timing; weak preference contrast,slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
3427,20:50:3,"Did Christopher express a preference for romantic comedies over romantic dramas on Jun 04, 2033?",Memory Conflict,omission,True,6,Christopher recently took a train journey around early April 2026 that profoundly changed his perspective on travel.,3,1,3,0,0,7,shared topic/object tokens: christopher; shared entity/name anchor; negation/contrast cues: changed; temporal/update cues overlap with question timing,slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
3450,20:61:2,"Did Christopher express disinterest in documentaries about social issues on Mar 20, 2035?",Memory Conflict,omission,True,3,Christopher recently took a train journey around early April 2026 that profoundly changed his perspective on travel.,3,1,3,0,0,7,shared topic/object tokens: christopher; shared entity/name anchor; negation/contrast cues: changed; temporal/update cues overlap with question timing,slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2332,14:36:2,"Is Williams Daniel's mental health status 'Stable' as of June 2, 2030?",Memory Conflict,hallucination,True,1,"User's full name is Williams Daniel, male, born on June 16, 1984, currently 41 years old, and lives in Philadelphia.",4,0,3,0,0,7,"shared topic/object tokens: june, william; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2419,14:70:1,"Did Williams Daniel experience a decline in health after retiring on July 25, 2036?",Memory Conflict,hallucination,True,1,"User's full name is Williams Daniel, male, born on June 16, 1984, currently 41 years old, and lives in Philadelphia.",4,0,3,0,0,7,"shared topic/object tokens: daniel, william; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2580,15:63:3,"Did Steven Miller decide against dog ownership due to a lack of health benefits as of June 04, 2037?",Memory Conflict,hallucination,True,1,"User's name is Steven Miller, male, born on August 9, 1989, currently 36 years old, and resides in Seattle.",4,0,3,0,0,7,"shared topic/object tokens: miller, steven; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
597,4:33:1,"Did Sarah Garcia express frustration about canned soups being her favorite meal on Oct 18, 2031?",Memory Conflict,correct,True,1,"User's name is Sarah Garcia, she is female, was born on March 26, 1986 (age 39 as of September 4, 2025), and currently lives in Miami",4,0,3,0,0,7,"shared topic/object tokens: garcia, sarah; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
711,5:3:1,"Did Donna Gonzalez express a preference for marathon running on Sep 06, 2025?",Memory Conflict,correct,True,1,"User's name is Donna Gonzalez, female, born May 6, 1983, currently 42 years old, and resides in San Diego.",4,0,3,0,0,7,"shared topic/object tokens: donna, gonzalez; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
762,5:24:2,"Did Donna Gonzalez express a preference for reading fiction novels on Sep 23, 2029?",Memory Conflict,correct,True,2,"User's name is Donna Gonzalez, female, born May 6, 1983, currently 42 years old, and resides in San Diego.",4,0,3,0,0,7,"shared topic/object tokens: donna, gonzalez; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
887,6:3:1,Does Williams Donna enjoy visiting all-inclusive resorts?,Memory Conflict,correct,True,13,"User avoids sugary sodas for health reasons and energy drinks because they cause jitteriness, while enjoying green tea for its calming health benefits, freshly squeezed juices for refreshment and vitamins, and coffee for its rich flavor and energizing boost.",1,1,0,5,0,7,shared topic/object tokens: enjoy; negation/contrast cues: avoids; possible preference polarity reversal,premise_anchor_mismatch,P4_memory_conflict_r3a_triggered,,,,,
904,6:12:1,"Did Donna express disinterest in plant-based meals during the workshop on December 15, 2027?",Memory Conflict,correct,True,4,"User's full name is Williams Donna, she is female, born on December 15, 1999, currently 25 years old, and resides in Los Angeles.",4,0,3,0,0,7,"shared topic/object tokens: december, donna; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1050,7:3:1,"Does Taylor David enjoy playing violent video games as of Sep 06, 2025?",Memory Conflict,correct,True,2,"User's name is Taylor David, male, born on November 6, 2005, currently 19 years old, and resides in Charlotte.",4,0,3,0,0,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1102,7:23:8,"Did Taylor David's mental health status change to 'Fatigued and Overwhelmed' on September 28, 2029?",Memory Conflict,correct,True,2,Assistant observed that User's mental health status transitioned from 'Positive and Sunny' to 'Optimistic and Energetic' as a result of recent developments.,3,1,3,0,0,7,"shared topic/object tokens: health, mental, statu; negation/contrast cues: transitioned; temporal/update cues overlap with question timing",,P4_memory_conflict_r3a_triggered,,,,,
1160,7:49:1,"Did Taylor David prefer high-speed tours during his travel on January 05, 2036?",Memory Conflict,correct,True,2,"User's name is Taylor David, male, born on November 6, 2005, currently 19 years old, and resides in Charlotte.",4,0,3,0,0,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1385,8:55:2,"Did Ananya Sharma express a preference for CGI-heavy films during the workshop on Nov 30, 2033?",Memory Conflict,correct,True,1,"User's full name is Ananya Sharma, gender Female, born on 1981-10-08 (age 43 as of 2025-09-04), and currently resides in Pune",4,0,3,0,0,7,"shared topic/object tokens: ananya, sharma; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1772,11:3:3,"Did Michelle Hernandez mention that she dislikes black coffee on Sep 06, 2025?",Memory Conflict,correct,True,1,"User's name is Michelle Hernandez, female, born April 20, 1980, currently 45 years old, and resides in San Jose.",4,0,3,0,0,7,"shared topic/object tokens: hernandez, michelle; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1835,11:29:2,"Did Michelle Hernandez express disinterest in science fiction films due to their lack of scientific realism on Mar 31, 2031?",Memory Conflict,correct,True,1,"User's name is Michelle Hernandez, female, born April 20, 1980, currently 45 years old, and resides in San Jose.",4,0,3,0,0,7,"shared topic/object tokens: hernandez, michelle; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
1923,12:10:1,"Did Joseph Garcia express disinterest in the artistic elements of synchronized swimming on Dec 21, 2026?",Memory Conflict,correct,True,3,"User enjoys synchronized swimming for its graceful, Esther‑Williams‑like elegance, plays tennis for its strategic elegance, and practices ballroom dancing because it blends physical activity with classic elegance.",2,0,0,5,0,7,"shared topic/object tokens: swimm, synchroniz; possible preference polarity reversal; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
2114,13:18:1,"Did Sharon Brown's physical health status remain 'Affected' after September 20, 2027?",Memory Conflict,correct,True,1,"User's name is Sharon Brown, female, born on September 14, 1984, currently 41 years old, and resides in Toronto.",4,0,3,0,0,7,"shared topic/object tokens: september, sharon; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2163,13:34:1,"Did Sharon Brown express disappointment with the maple syrup-infused coffee on January 30, 2031?",Memory Conflict,correct,True,1,"User's name is Sharon Brown, female, born on September 14, 1984, currently 41 years old, and resides in Toronto.",4,0,3,0,0,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2197,13:46:2,"Did Sharon Brown express a dislike for wellness-focused nature retreats during her dialogue on Aug 03, 2033?",Memory Conflict,correct,True,1,"User likes nature retreats for peace and tranquility and enjoys road trips across Canada to explore diverse landscapes and reconnect with their roots, while disliking cruises that limit active, flexible travel experiences.",2,0,0,5,0,7,"shared topic/object tokens: nature, retreat; possible preference polarity reversal; selected_by_r3a",,P4_memory_conflict_r3a_triggered,,,,,
3279,19:75:3,"What type of new social activity could Barbara Jones enjoy based on her recent sports preferences after March 17, 2042?",Generalization & Application,omission,False,2,"Assistant noted that Barbara removed 'flashy attire' from her list of disliked clothing preferences after attending a recent scientific conference, emphasizing a shift toward understated professional attire.",5,1,2,5,0,13,"shared topic/object tokens: barbara, preferenc, recent; shared entity/name anchor; negation/contrast cues: disliked; temporal/update cues overlap with question timing; possible preference polarity reversal",,P5_non_memory_conflict_high_suspicion,,,,,
103,1:40:1,"What genre of music did Martin Mark use for stress relief during work challenges on Sep 16, 2031?",Basic Fact Recall,omission,False,1,"Martin transitioned to a new role, reporting huge relief and a much healthier balance between work and personal life, marking a significant improvement over his previous position.",4,1,3,0,4,12,"shared topic/object tokens: relief, work; shared entity/name anchor; negation/contrast cues: transitioned; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast",,P5_non_memory_conflict_high_suspicion,,,,,
3256,19:67:1,"What type of restaurant might Barbara prefer to visit after Oct 18, 2040, given her updated food preferences?",Generalization & Application,correct,False,1,"Assistant noted that Barbara removed 'flashy attire' from her list of disliked clothing preferences after attending a recent scientific conference, emphasizing a shift toward understated professional attire.",4,1,2,5,0,12,"shared topic/object tokens: barbara, preferenc; shared entity/name anchor; negation/contrast cues: disliked; temporal/update cues overlap with question timing; possible preference polarity reversal",,P5_non_memory_conflict_high_suspicion,,,,,
3280,19:76:1,"What seeds is Barbara interested in exploring as of Sep 05, 2042?",Basic Fact Recall,omission,False,4,"Assistant noted that Barbara removed 'flashy attire' from her list of disliked clothing preferences after attending a recent scientific conference, emphasizing a shift toward understated professional attire.",3,1,2,5,0,11,shared topic/object tokens: barbara; shared entity/name anchor; negation/contrast cues: disliked; temporal/update cues overlap with question timing; possible preference polarity reversal,,P5_non_memory_conflict_high_suspicion,,,,,
3259,19:68:1,"What type of films does Barbara Jones prefer as of April 08, 2041?",Basic Fact Recall,hallucination,False,5,"Assistant noted that Barbara removed 'flashy attire' from her list of disliked clothing preferences after attending a recent scientific conference, emphasizing a shift toward understated professional attire.",3,1,2,5,0,11,shared topic/object tokens: barbara; shared entity/name anchor; negation/contrast cues: disliked; temporal/update cues overlap with question timing; possible preference polarity reversal,,P5_non_memory_conflict_high_suspicion,,,,,
35,1:14:1,"Given Martin's interest in heavy metal music as of Jul 27, 2027, what type of music might he explore next for relaxation?",Generalization & Application,omission,False,1,"User dislikes heavy metal as it feels too chaotic, preferring soothing and harmonious music; he likes classical music for relaxation and focus, creating a peaceful atmosphere; he enjoys jazz for its improvisational style that stimulates creativity; he avoids rap music because it often feels too aggressive, preferring genres that promote positivity; he likes ambient music for unwinding after a busy day, helping him relax and recharge.",4,2,2,2,0,10,"shared topic/object tokens: heavy, metal, music, relaxation; negation/contrast cues: avoids, dislikes; temporal/update cues overlap with question timing; weak preference contrast",,P5_non_memory_conflict_high_suspicion,,,,,
179,2:9:4,"What strategies did Johnson Joseph implement to host over 5,000 guests by Jun 21, 2026?",Multi-hop Inference,omission,False,5,"User's primary life goal is to become a leading figure in the hospitality industry by transforming his bed and breakfast into a world‑renowned destination, hosting over 10,000 guests annually, earning international hospitality awards, and expanding the business to multiple locations.",4,0,0,2,4,10,"shared topic/object tokens: 000, guest, host, over; weak preference contrast; possible event completion vs plan/alternative contrast",,P5_non_memory_conflict_high_suspicion,,,,,
267,2:46:1,"What music genre did Johnson Joseph decide to permanently remove from Albi B&B on January 10, 2036?",Basic Fact Recall,omission,False,16,"User's perception of snakes shifted from fear to admiration, and he now intends to incorporate this newfound interest into guest experiences at his Albi B&B.",3,0,3,0,4,10,shared topic/object tokens: albi; shared entity/name anchor; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast,,P5_non_memory_conflict_high_suspicion,,,,,
415,3:24:1,"What beverage might Donald Brown choose to enhance social interactions at gatherings after June 02, 2029?",Generalization & Application,omission,False,9,Donald is considering nature retreats and cultural immersion trips as activities that align with his interests and can further enhance his well‑being after retirement.,4,0,2,0,4,10,"shared topic/object tokens: donald, enhance; shared entity/name anchor; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast",,P5_non_memory_conflict_high_suspicion,,,,,
741,5:14:1,"What did Donna Gonzalez decide about her dislike for loud parrots on Dec 18, 2027?",Basic Fact Recall,omission,False,3,"User's mother, born May 6, 1952, is a former concert pianist who instilled a love for classical music in Donna.",3,0,2,5,0,10,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal,,P5_non_memory_conflict_high_suspicion,,,,,
741,5:14:1,"What did Donna Gonzalez decide about her dislike for loud parrots on Dec 18, 2027?",Basic Fact Recall,omission,False,4,"User's father, born May 6, 1952, is a retired music teacher who inspired Donna's early interest in music.",2,1,2,5,0,10,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,,P5_non_memory_conflict_high_suspicion,,,,,
2345,14:38:1,"What was Williams Daniel's favorite historical fantasy novel as of Mar 04, 2031?",Memory Boundary,omission,False,8,"User dislikes science‑fiction novels, as their futuristic themes do not align with his preference for historical accuracy and authenticity.",2,3,0,5,0,10,"shared topic/object tokens: historical, novel; negation/contrast cues: dislikes, do not, not; possible preference polarity reversal",,P5_non_memory_conflict_high_suspicion,,,,,
1149,7:41:2,"What type of movies does Taylor prefer as of Dec 17, 2033?",Basic Fact Recall,hallucination,False,9,"User previously avoided horror movies because they caused anxiety, but now values psychological thrillers for their depth and relevance to his professional work.",1,1,3,5,0,10,shared topic/object tokens: movi; negation/contrast cues: avoided; temporal/update cues overlap with question timing; possible preference polarity reversal,,P5_non_memory_conflict_high_suspicion,,,,,
3241,19:60:1,"What type of music might Barbara Jones choose for a social gathering on May 22, 2039?",Generalization & Application,hallucination,False,8,"During the conversation, the filmmaker explained that fictional portrayals can inspire creativity and innovation in scientific research, a concept Barbara had not considered before.",3,1,2,0,4,10,shared topic/object tokens: barbara; shared entity/name anchor; negation/contrast cues: not; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast,,P5_non_memory_conflict_high_suspicion,,,,,
830,5:48:3,"What beverage does Donna Gonzalez dislike as of June 18, 2035?",Basic Fact Recall,correct,False,3,"User's mother, born May 6, 1952, is a former concert pianist who instilled a love for classical music in Donna.",3,0,2,5,0,10,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal,,P5_non_memory_conflict_high_suspicion,,,,,
830,5:48:3,"What beverage does Donna Gonzalez dislike as of June 18, 2035?",Basic Fact Recall,correct,False,4,"User's father, born May 6, 1952, is a retired music teacher who inspired Donna's early interest in music.",2,1,2,5,0,10,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,,P5_non_memory_conflict_high_suspicion,,,,,
1345,8:42:1,"How might Ananya's transition to freelance work impact her professional network by September 15, 2031?",Generalization & Application,correct,False,5,"User recently transitioned to a film festival consultant role, noting a significant expansion of their network within the film industry.",2,1,3,0,4,10,"shared topic/object tokens: network, transition; negation/contrast cues: transitioned; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast",,P5_non_memory_conflict_high_suspicion,,,,,
220,2:25:3,"How might Johnson Joseph incorporate documentaries into guest experiences at Albi B&B after Nov 22, 2030?",Generalization & Application,omission,False,3,"User's perception of snakes shifted from fear to admiration, and he now intends to incorporate this newfound interest into guest experiences at his Albi B&B.",6,0,3,0,0,9,"shared topic/object tokens: albi, experienc, guest, incorporate; shared entity/name anchor; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
283,2:51:1,How might Johnson Joseph incorporate his love for golf into future events at Albi B&B?,Generalization & Application,omission,False,8,"User enjoys cycling to explore the countryside around Albi and stay fit, likes hiking for mental clarity and natural beauty, and avoids golf because it is too slow‑paced and does not keep him moving.",4,3,0,2,0,9,"shared topic/object tokens: albi, golf; shared entity/name anchor; negation/contrast cues: avoids, does not, not; weak preference contrast",,P5_non_memory_conflict_high_suspicion,,,,,
