idx,question,r0_label,b_gated_v2_2_label,memory_index,memory_text,final_reject_reason,near_miss_type,gate_trace_summary,why_potentially_repairable,manual_audit_label_empty,manual_notes_empty
11,"Did Martin Mark mention a preference for reptiles as pets on Sep 07, 2025?",correct,correct,2,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""pet sep 2025"", ""slot"": ""generic_yesno"", ""claimed_value"": ""pet sep 2025"", ""polarity"": ""positive"", ""temporal_condition"": ""on Sep 07; Sep 07, 2025"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark mention a preference for reptiles as pets on Sep 07, 2025?"", ""anchor_tokens"": [""martin"", ""mark"", ""pet"", ""sep"", ""2025""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""preference"", ""reptiles"", ""reptil"", ""pets"", ""pet"", ""sep"", ""2025""], ""value_tokens"": [""pet"", ""sep"", ""2025""], ""temporal_tokens"": [""sep"", ""2025""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}","R0 was already correct; use as harm-risk review, not repair opportunity.",,
17,Did Martin Mark have any siblings mentioned in the dialogues?,correct,correct,1,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""any siblings mentioned in the dialogues"", ""slot"": ""possession_or_relation"", ""claimed_value"": ""any siblings mentioned in the dialogues"", ""polarity"": ""positive"", ""temporal_condition"": null, ""event_condition"": null, ""scope"": null, ""premise_type"": ""possession_or_relation"", ""raw_question"": ""Did Martin Mark have any siblings mentioned in the dialogues?"", ""anchor_tokens"": [""martin"", ""mark"", ""any"", ""siblings"", ""sibling"", ""dialogues"", ""dialogu""], ""slot_tokens"": [""possession"", ""relation""], ""value_tokens"": [""any"", ""siblings"", ""sibling"", ""dialogues"", ""dialogu""], ""temporal_tokens"": []}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: mark, martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same relation domain""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}","R0 was already correct; use as harm-risk review, not repair opportunity.",,
17,Did Martin Mark have any siblings mentioned in the dialogues?,correct,correct,2,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""any siblings mentioned in the dialogues"", ""slot"": ""possession_or_relation"", ""claimed_value"": ""any siblings mentioned in the dialogues"", ""polarity"": ""positive"", ""temporal_condition"": null, ""event_condition"": null, ""scope"": null, ""premise_type"": ""possession_or_relation"", ""raw_question"": ""Did Martin Mark have any siblings mentioned in the dialogues?"", ""anchor_tokens"": [""martin"", ""mark"", ""any"", ""siblings"", ""sibling"", ""dialogues"", ""dialogu""], ""slot_tokens"": [""possession"", ""relation""], ""value_tokens"": [""any"", ""siblings"", ""sibling"", ""dialogues"", ""dialogu""], ""temporal_tokens"": []}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same family-relation domain""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same relation domain""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}","R0 was already correct; use as harm-risk review, not repair opportunity.",,
42,"Did Martin express a newfound interest in snakes after his visit to the reptile sanctuary on Feb 01, 2028?",correct,correct,1,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""sanctuary feb 2028"", ""slot"": ""generic_yesno"", ""claimed_value"": ""sanctuary feb 2028"", ""polarity"": ""positive"", ""temporal_condition"": ""after his visit to the reptile sanctuary on Feb 01; Feb 01, 2028"", ""event_condition"": ""after his visit to the reptile sanctuary on Feb 01"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin express a newfound interest in snakes after his visit to the reptile sanctuary on Feb 01, 2028?"", ""anchor_tokens"": [""martin"", ""sanctuary"", ""feb"", ""2028""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""express"", ""expres"", ""newfound"", ""interest"", ""snakes"", ""snak"", ""visit"", ""reptile"", ""sanctuary"", ""feb"", ""2028""], ""value_tokens"": [""sanctuary"", ""feb"", ""2028""], ""temporal_tokens"": [""visit"", ""reptile"", ""sanctuary"", ""feb"", ""2028""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}","R0 was already correct; use as harm-risk review, not repair opportunity.",,
42,"Did Martin express a newfound interest in snakes after his visit to the reptile sanctuary on Feb 01, 2028?",correct,correct,8,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""sanctuary feb 2028"", ""slot"": ""generic_yesno"", ""claimed_value"": ""sanctuary feb 2028"", ""polarity"": ""positive"", ""temporal_condition"": ""after his visit to the reptile sanctuary on Feb 01; Feb 01, 2028"", ""event_condition"": ""after his visit to the reptile sanctuary on Feb 01"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin express a newfound interest in snakes after his visit to the reptile sanctuary on Feb 01, 2028?"", ""anchor_tokens"": [""martin"", ""sanctuary"", ""feb"", ""2028""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""express"", ""expres"", ""newfound"", ""interest"", ""snakes"", ""snak"", ""visit"", ""reptile"", ""sanctuary"", ""feb"", ""2028""], ""value_tokens"": [""sanctuary"", ""feb"", ""2028""], ""temporal_tokens"": [""visit"", ""reptile"", ""sanctuary"", ""feb"", ""2028""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}","R0 was already correct; use as harm-risk review, not repair opportunity.",,
44,"Was Martin closed to new experiences and uninterested in sports that challenge him mentally after May 05, 2028?",omission,omission,3,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""mentally may 2028"", ""slot"": ""generic_yesno"", ""claimed_value"": ""mentally may 2028"", ""polarity"": ""positive"", ""temporal_condition"": ""after May 05; May 05, 2028"", ""event_condition"": ""after May 05"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Was Martin closed to new experiences and uninterested in sports that challenge him mentally after May 05, 2028?"", ""anchor_tokens"": [""martin"", ""mentally"", ""may"", ""2028""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""closed"", ""clos"", ""new"", ""experiences"", ""experienc"", ""uninterested"", ""uninterest"", ""sports"", ""sport"", ""challenge"", ""mentally"", ""may"", ""2028""], ""value_tokens"": [""mentally"", ""may"", ""2028""], ""temporal_tokens"": [""may"", ""2028""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
44,"Was Martin closed to new experiences and uninterested in sports that challenge him mentally after May 05, 2028?",omission,omission,7,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""mentally may 2028"", ""slot"": ""generic_yesno"", ""claimed_value"": ""mentally may 2028"", ""polarity"": ""positive"", ""temporal_condition"": ""after May 05; May 05, 2028"", ""event_condition"": ""after May 05"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Was Martin closed to new experiences and uninterested in sports that challenge him mentally after May 05, 2028?"", ""anchor_tokens"": [""martin"", ""mentally"", ""may"", ""2028""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""closed"", ""clos"", ""new"", ""experiences"", ""experienc"", ""uninterested"", ""uninterest"", ""sports"", ""sport"", ""challenge"", ""mentally"", ""may"", ""2028""], ""value_tokens"": [""mentally"", ""may"", ""2028""], ""temporal_tokens"": [""may"", ""2028""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
44,"Was Martin closed to new experiences and uninterested in sports that challenge him mentally after May 05, 2028?",omission,omission,12,Martin expresses readiness to take on new challenges and opportunities in his current position.,absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""mentally may 2028"", ""slot"": ""generic_yesno"", ""claimed_value"": ""mentally may 2028"", ""polarity"": ""positive"", ""temporal_condition"": ""after May 05; May 05, 2028"", ""event_condition"": ""after May 05"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Was Martin closed to new experiences and uninterested in sports that challenge him mentally after May 05, 2028?"", ""anchor_tokens"": [""martin"", ""mentally"", ""may"", ""2028""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""closed"", ""clos"", ""new"", ""experiences"", ""experienc"", ""uninterested"", ""uninterest"", ""sports"", ""sport"", ""challenge"", ""mentally"", ""may"", ""2028""], ""value_tokens"": [""mentally"", ""may"", ""2028""], ""temporal_tokens"": [""may"", ""2028""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
44,"Was Martin closed to new experiences and uninterested in sports that challenge him mentally after May 05, 2028?",omission,omission,13,"Martin transitioned to a new role, reporting huge relief and a much healthier balance between work and personal life, marking a significant improvement over his previous position.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""mentally may 2028"", ""slot"": ""generic_yesno"", ""claimed_value"": ""mentally may 2028"", ""polarity"": ""positive"", ""temporal_condition"": ""after May 05; May 05, 2028"", ""event_condition"": ""after May 05"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Was Martin closed to new experiences and uninterested in sports that challenge him mentally after May 05, 2028?"", ""anchor_tokens"": [""martin"", ""mentally"", ""may"", ""2028""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""closed"", ""clos"", ""new"", ""experiences"", ""experienc"", ""uninterested"", ""uninterest"", ""sports"", ""sport"", ""challenge"", ""mentally"", ""may"", ""2028""], ""value_tokens"": [""mentally"", ""may"", ""2028""], ""temporal_tokens"": [""may"", ""2028""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
44,"Was Martin closed to new experiences and uninterested in sports that challenge him mentally after May 05, 2028?",omission,omission,11,"Martin finds the creative aspect of his new role especially exciting, noting that it opens up many possibilities for innovation within the healthcare sector.",temporal_mismatch,temporal_near_miss,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""mentally may 2028"", ""slot"": ""generic_yesno"", ""claimed_value"": ""mentally may 2028"", ""polarity"": ""positive"", ""temporal_condition"": ""after May 05; May 05, 2028"", ""event_condition"": ""after May 05"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Was Martin closed to new experiences and uninterested in sports that challenge him mentally after May 05, 2028?"", ""anchor_tokens"": [""martin"", ""mentally"", ""may"", ""2028""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""closed"", ""clos"", ""new"", ""experiences"", ""experienc"", ""uninterested"", ""uninterest"", ""sports"", ""sport"", ""challenge"", ""mentally"", ""may"", ""2028""], ""value_tokens"": [""mentally"", ""may"", ""2028""], ""temporal_tokens"": [""may"", ""2028""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": false, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": false, ""reason"": ""temporal_mismatch"", ""detail"": ""premise has strong time condition but memory is undated""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_evaluated"", ""detail"": """"}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
45,"Did Martin's perception of boxing remain purely negative after May 05, 2028?",omission,omission,3,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""negative may 2028"", ""slot"": ""generic_yesno"", ""claimed_value"": ""negative may 2028"", ""polarity"": ""positive"", ""temporal_condition"": ""after May 05; May 05, 2028"", ""event_condition"": ""after May 05"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin's perception of boxing remain purely negative after May 05, 2028?"", ""anchor_tokens"": [""martin"", ""negative"", ""may"", ""2028""], ""slot_tokens"": [""generic"", ""yesno"", ""martin's"", ""martin'"", ""perception"", ""boxing"", ""box"", ""remain"", ""purely"", ""negative"", ""may"", ""2028""], ""value_tokens"": [""negative"", ""may"", ""2028""], ""temporal_tokens"": [""may"", ""2028""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
45,"Did Martin's perception of boxing remain purely negative after May 05, 2028?",omission,omission,7,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""negative may 2028"", ""slot"": ""generic_yesno"", ""claimed_value"": ""negative may 2028"", ""polarity"": ""positive"", ""temporal_condition"": ""after May 05; May 05, 2028"", ""event_condition"": ""after May 05"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin's perception of boxing remain purely negative after May 05, 2028?"", ""anchor_tokens"": [""martin"", ""negative"", ""may"", ""2028""], ""slot_tokens"": [""generic"", ""yesno"", ""martin's"", ""martin'"", ""perception"", ""boxing"", ""box"", ""remain"", ""purely"", ""negative"", ""may"", ""2028""], ""value_tokens"": [""negative"", ""may"", ""2028""], ""temporal_tokens"": [""may"", ""2028""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
45,"Did Martin's perception of boxing remain purely negative after May 05, 2028?",omission,omission,14,"Martin transitioned to a new role, reporting huge relief and a much healthier balance between work and personal life, marking a significant improvement over his previous position.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""negative may 2028"", ""slot"": ""generic_yesno"", ""claimed_value"": ""negative may 2028"", ""polarity"": ""positive"", ""temporal_condition"": ""after May 05; May 05, 2028"", ""event_condition"": ""after May 05"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin's perception of boxing remain purely negative after May 05, 2028?"", ""anchor_tokens"": [""martin"", ""negative"", ""may"", ""2028""], ""slot_tokens"": [""generic"", ""yesno"", ""martin's"", ""martin'"", ""perception"", ""boxing"", ""box"", ""remain"", ""purely"", ""negative"", ""may"", ""2028""], ""value_tokens"": [""negative"", ""may"", ""2028""], ""temporal_tokens"": [""may"", ""2028""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}",Probably not repairable by R3a-v2.2 without new evidence.,,
45,"Did Martin's perception of boxing remain purely negative after May 05, 2028?",omission,omission,10,"Martin feels the new role is a perfect fit, empowering him to make a real impact and align with his humanitarian care goals.",temporal_mismatch,temporal_near_miss,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""negative may 2028"", ""slot"": ""generic_yesno"", ""claimed_value"": ""negative may 2028"", ""polarity"": ""positive"", ""temporal_condition"": ""after May 05; May 05, 2028"", ""event_condition"": ""after May 05"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin's perception of boxing remain purely negative after May 05, 2028?"", ""anchor_tokens"": [""martin"", ""negative"", ""may"", ""2028""], ""slot_tokens"": [""generic"", ""yesno"", ""martin's"", ""martin'"", ""perception"", ""boxing"", ""box"", ""remain"", ""purely"", ""negative"", ""may"", ""2028""], ""value_tokens"": [""negative"", ""may"", ""2028""], ""temporal_tokens"": [""may"", ""2028""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": false, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": false, ""reason"": ""temporal_mismatch"", ""detail"": ""premise has strong time condition but memory is undated""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_evaluated"", ""detail"": """"}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
45,"Did Martin's perception of boxing remain purely negative after May 05, 2028?",omission,omission,13,"Martin finds the creative aspect of his new role especially exciting, noting that it opens up many possibilities for innovation within the healthcare sector.",temporal_mismatch,temporal_near_miss,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""negative may 2028"", ""slot"": ""generic_yesno"", ""claimed_value"": ""negative may 2028"", ""polarity"": ""positive"", ""temporal_condition"": ""after May 05; May 05, 2028"", ""event_condition"": ""after May 05"", ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin's perception of boxing remain purely negative after May 05, 2028?"", ""anchor_tokens"": [""martin"", ""negative"", ""may"", ""2028""], ""slot_tokens"": [""generic"", ""yesno"", ""martin's"", ""martin'"", ""perception"", ""boxing"", ""box"", ""remain"", ""purely"", ""negative"", ""may"", ""2028""], ""value_tokens"": [""negative"", ""may"", ""2028""], ""temporal_tokens"": [""may"", ""2028""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": false, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": false, ""reason"": ""temporal_mismatch"", ""detail"": ""premise has strong time condition but memory is undated""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_evaluated"", ""detail"": """"}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
